MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1330838	Lgmn	legumain	12		dendritic spine organization	happens in apical dendrite,happens in hippocampus CA1		IGI	P10636 	J:227814 	
MGI:3057108	Lhfpl4	lipoma HMGIC fusion partner-like protein 4	6		gamma-aminobutyric acid receptor clustering			IBA	MGI:3057108 PTN002647993 	J:161428 	
MGI:3057108	Lhfpl4	lipoma HMGIC fusion partner-like protein 4	6		gamma-aminobutyric acid receptor clustering			IMP		J:254795 	
MGI:3057108	Lhfpl4	lipoma HMGIC fusion partner-like protein 4	6		gamma-aminobutyric acid receptor clustering			IMP		J:256156 	
MGI:3057108	Lhfpl4	lipoma HMGIC fusion partner-like protein 4	6		regulation of inhibitory synapse assembly			IMP		J:265620 	
MGI:2135609	Lin7a	lin-7 homolog A, crumbs cell polarity complex component	10		regulation of synaptic assembly at neuromuscular junction			IBA	PTN001019268 	J:161428 	
MGI:1330858	Lin7b	lin-7 homolog B, crumbs cell polarity complex component	7		regulation of synaptic assembly at neuromuscular junction			IBA	PTN001019268 	J:161428 	
MGI:1330839	Lin7c	lin-7 homolog C, crumbs cell polarity complex component	2		regulation of synaptic assembly at neuromuscular junction			IBA	PTN001019268 	J:161428 	
MGI:2442298	Lingo2	leucine rich repeat and Ig domain containing 2	4		positive regulation of synapse assembly			IDA		J:211830 	
MGI:2444651	Lingo4	leucine rich repeat and Ig domain containing 4	3		positive regulation of synapse assembly			IDA		J:211830 	
MGI:1888519	Lmx1a	LIM homeobox transcription factor 1 alpha	1		synapse organization	happens in presynapse,happens in midbrain dopaminergic neuron		IGI	O88609 	J:222854 	
MGI:1100513	Lmx1b	LIM homeobox transcription factor 1 beta	2		synapse organization	happens in presynapse,happens in midbrain dopaminergic neuron		IGI	Q9JKU8 	J:222854 	
MGI:1278335	Lnx1	ligand of numb-protein X 1	5		synapse maturation	happens in hippocampal mossy fiber to CA3 synapse		IDA		J:267455 	
MGI:1278335	Lnx1	ligand of numb-protein X 1	5		synapse maturation	happens in hippocampal mossy fiber to CA3 synapse		IMP		J:267455 	
MGI:2136810	Lrfn1	leucine rich repeat and fibronectin type III domain containing 1	7		regulation of postsynaptic density assembly			IEA	ENSRNOP00000053905 P0C7J6 	J:342605 	
MGI:2136810	Lrfn1	leucine rich repeat and fibronectin type III domain containing 1	7		regulation of postsynaptic density assembly			ISO	RGD:1304707 	J:155856 	
MGI:1917780	Lrfn2	leucine rich repeat and fibronectin type III domain containing 2	17		regulation of postsynapse organization	happens in hippocampal formation		IDA		J:241916 	
MGI:1917780	Lrfn2	leucine rich repeat and fibronectin type III domain containing 2	17		regulation of postsynapse organization	happens in hippocampal formation		IMP		J:241916 	
MGI:2442512	Lrfn3	leucine rich repeat and fibronectin type III domain containing 3	7		regulation of presynapse assembly			IEA	B0BNK7 ENSRNOP00000028275 	J:342605 	
MGI:2442512	Lrfn3	leucine rich repeat and fibronectin type III domain containing 3	7		regulation of presynapse assembly			ISO	RGD:1305567 	J:155856 	
MGI:2442512	Lrfn3	leucine rich repeat and fibronectin type III domain containing 3	7		regulation of synaptic membrane adhesion			IEA	B0BNK7 ENSRNOP00000028275 	J:342605 	
MGI:2442512	Lrfn3	leucine rich repeat and fibronectin type III domain containing 3	7		regulation of synaptic membrane adhesion			ISO	RGD:1305567 	J:155856 	
MGI:2442512	Lrfn3	leucine rich repeat and fibronectin type III domain containing 3	7		synaptic membrane adhesion			IEA	B0BNK7 ENSRNOP00000028275 	J:342605 	
MGI:2442512	Lrfn3	leucine rich repeat and fibronectin type III domain containing 3	7		synaptic membrane adhesion			ISO	RGD:1305567 	J:155856 	
MGI:2385612	Lrfn4	leucine rich repeat and fibronectin type III domain containing 4	19		regulation of postsynaptic density assembly			IBA	MGI:2385612 PTN002911882 	J:161428 	
MGI:2385612	Lrfn4	leucine rich repeat and fibronectin type III domain containing 4	19		regulation of postsynaptic density assembly	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:165063 	
MGI:2385612	Lrfn4	leucine rich repeat and fibronectin type III domain containing 4	19		regulation of postsynaptic density assembly	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:165063 	
MGI:2385612	Lrfn4	leucine rich repeat and fibronectin type III domain containing 4	19		regulation of presynapse assembly			IBA	MGI:2385612 PTN002911882 	J:161428 	
MGI:2385612	Lrfn4	leucine rich repeat and fibronectin type III domain containing 4	19		regulation of presynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation,happens in GABA-ergic synapse,happens in hippocampal formation		IDA		J:165063 	
MGI:2385612	Lrfn4	leucine rich repeat and fibronectin type III domain containing 4	19		regulation of presynapse assembly	happens in GABA-ergic synapse,happens in hippocampal formation,happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:165063 	
MGI:2385612	Lrfn4	leucine rich repeat and fibronectin type III domain containing 4	19		synaptic membrane adhesion			IBA	MGI:2385612 PTN002911882 	J:161428 	
MGI:2385612	Lrfn4	leucine rich repeat and fibronectin type III domain containing 4	19		synaptic membrane adhesion	happens in hippocampal formation		IDA		J:165063 	
MGI:2385612	Lrfn4	leucine rich repeat and fibronectin type III domain containing 4	19		synaptic membrane adhesion	happens in hippocampal formation		IMP		J:165063 	
MGI:2144814	Lrfn5	leucine rich repeat and fibronectin type III domain containing 5	12		regulation of presynapse assembly			IBA	MGI:2144814 PTN000690490 	J:161428 	
MGI:2144814	Lrfn5	leucine rich repeat and fibronectin type III domain containing 5	12		regulation of presynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation,happens in GABA-ergic synapse,happens in hippocampal formation		IDA		J:165063 	
MGI:2144814	Lrfn5	leucine rich repeat and fibronectin type III domain containing 5	12		regulation of presynapse assembly	happens in GABA-ergic synapse,happens in hippocampal formation,happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:165063 	
MGI:2144814	Lrfn5	leucine rich repeat and fibronectin type III domain containing 5	12		synaptic membrane adhesion			IBA	PTN000690490 RGD:1309357 	J:161428 	
MGI:2144814	Lrfn5	leucine rich repeat and fibronectin type III domain containing 5	12		synaptic membrane adhesion			IEA	D4A1J9 ENSRNOP00000007600 	J:342605 	
MGI:2144814	Lrfn5	leucine rich repeat and fibronectin type III domain containing 5	12		synaptic membrane adhesion			ISO	RGD:1309357 	J:155856 	
MGI:2685267	Lrit3	leucine-rich repeat, immunoglobulin-like and transmembrane domains 3	3		synapse assembly involved in innervation			IMP		J:242812 	
MGI:2442252	Lrp4	low density lipoprotein receptor-related protein 4	2		positive regulation of presynaptic membrane organization	is a part of neuromuscular junction development		IDA		J:188149 	
MGI:2442252	Lrp4	low density lipoprotein receptor-related protein 4	2		positive regulation of skeletal muscle acetylcholine-gated channel clustering			IDA		J:144064 	
MGI:2442252	Lrp4	low density lipoprotein receptor-related protein 4	2		positive regulation of skeletal muscle acetylcholine-gated channel clustering			IDA		J:145446 	
MGI:2442252	Lrp4	low density lipoprotein receptor-related protein 4	2		positive regulation of skeletal muscle acetylcholine-gated channel clustering			IGI	MGI:103581 	J:33184 	
MGI:2442252	Lrp4	low density lipoprotein receptor-related protein 4	2		positive regulation of skeletal muscle acetylcholine-gated channel clustering	happens in myotube		IMP		J:144064 	
MGI:2442252	Lrp4	low density lipoprotein receptor-related protein 4	2		positive regulation of skeletal muscle acetylcholine-gated channel clustering	positively regulates skeletal muscle acetylcholine-gated channel clustering		IMP		J:86639 	
MGI:2442252	Lrp4	low density lipoprotein receptor-related protein 4	2		postsynaptic membrane assembly	happens in neuromuscular junction		IMP		J:177552 	
MGI:2442252	Lrp4	low density lipoprotein receptor-related protein 4	2		presynaptic membrane assembly	happens in neuromuscular junction		IMP		J:177552 	
MGI:2442252	Lrp4	low density lipoprotein receptor-related protein 4	2		regulation of postsynapse assembly	happens in hippocampal formation		IDA		J:240317 	
MGI:2442252	Lrp4	low density lipoprotein receptor-related protein 4	2		regulation of postsynapse assembly	happens in hippocampal formation		IMP		J:240317 	
MGI:2442252	Lrp4	low density lipoprotein receptor-related protein 4	2		skeletal muscle acetylcholine-gated channel clustering			IMP		J:177552 	
MGI:2442252	Lrp4	low density lipoprotein receptor-related protein 4	2		skeletal muscle acetylcholine-gated channel clustering			IMP		J:188149 	
MGI:2442252	Lrp4	low density lipoprotein receptor-related protein 4	2		synapse organization			IBA	MGI:2442252 PTN000056094 RGD:619731 	J:161428 	
MGI:2442252	Lrp4	low density lipoprotein receptor-related protein 4	2		synapse organization			IEA	ENSRNOP00000021353 Q9QYP1 	J:342605 	
MGI:2442252	Lrp4	low density lipoprotein receptor-related protein 4	2		synapse organization			ISO	RGD:619731 	J:155856 	
MGI:2442252	Lrp4	low density lipoprotein receptor-related protein 4	2		synapse organization			ISS	Q9QYP1 	J:342587 	
MGI:2442252	Lrp4	low density lipoprotein receptor-related protein 4	2		synaptic assembly at neuromuscular junction			IDA		J:144064 	
MGI:2442252	Lrp4	low density lipoprotein receptor-related protein 4	2		synaptic assembly at neuromuscular junction			IMP	MGI:2661383 	J:119654 	
MGI:2442252	Lrp4	low density lipoprotein receptor-related protein 4	2		synaptic assembly at neuromuscular junction			IMP	MGI:3580702 	J:119654 	
MGI:1278315	Lrp5	low density lipoprotein receptor-related protein 5	19	NOT	positive regulation of skeletal muscle acetylcholine-gated channel clustering			IMP		J:144064 	
MGI:1340044	Lrp8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	4		positive regulation of dendritic spine morphogenesis	happens in hippocampal neuron		IMP		J:184736 	
MGI:2182081	Lrrc4	leucine rich repeat containing 4	6		excitatory synapse assembly			IBA	MGI:2182081 PTN002808953 	J:161428 	
MGI:2182081	Lrrc4	leucine rich repeat containing 4	6		excitatory synapse assembly			IMP		J:113153 	
MGI:2182081	Lrrc4	leucine rich repeat containing 4	6		postsynaptic density protein 95 clustering			IBA	MGI:2182081 PTN002808953 	J:161428 	
MGI:2182081	Lrrc4	leucine rich repeat containing 4	6		postsynaptic density protein 95 clustering			IDA		J:113153 	
MGI:2182081	Lrrc4	leucine rich repeat containing 4	6		synapse organization			IDA		J:113153 	
MGI:2182081	Lrrc4	leucine rich repeat containing 4	6		synaptic membrane adhesion			IBA	PTN002808953 RGD:1560026 	J:161428 	
MGI:2182081	Lrrc4	leucine rich repeat containing 4	6		synaptic membrane adhesion			IEA	ENSRNOP00000010673 Q45R42 	J:342605 	
MGI:2182081	Lrrc4	leucine rich repeat containing 4	6		synaptic membrane adhesion			ISO	RGD:1560026 	J:155856 	
MGI:3027390	Lrrc4b	leucine rich repeat containing 4B	7		positive regulation of synapse assembly			IBA	MGI:3027390 PTN002809010 	J:161428 	
MGI:3027390	Lrrc4b	leucine rich repeat containing 4B	7		positive regulation of synapse assembly			IDA		J:177124 	
MGI:3027390	Lrrc4b	leucine rich repeat containing 4B	7		regulation of postsynaptic density assembly			IBA	PTN002809010 RGD:1307121 	J:161428 	
MGI:3027390	Lrrc4b	leucine rich repeat containing 4B	7		regulation of postsynaptic density assembly			IEA	ENSRNOP00000026259 P0CC10 	J:342605 	
MGI:3027390	Lrrc4b	leucine rich repeat containing 4B	7		regulation of postsynaptic density assembly			ISO	RGD:1307121 	J:155856 	
MGI:3027390	Lrrc4b	leucine rich repeat containing 4B	7		regulation of presynapse assembly			IBA	PTN002809010 RGD:1307121 	J:161428 	
MGI:3027390	Lrrc4b	leucine rich repeat containing 4B	7		regulation of presynapse assembly			IEA	ENSRNOP00000026259 P0CC10 	J:342605 	
MGI:3027390	Lrrc4b	leucine rich repeat containing 4B	7		regulation of presynapse assembly			ISO	RGD:1307121 	J:155856 	
MGI:3027390	Lrrc4b	leucine rich repeat containing 4B	7		synaptic membrane adhesion			IBA	PTN002809010 RGD:1307121 	J:161428 	
MGI:3027390	Lrrc4b	leucine rich repeat containing 4B	7		synaptic membrane adhesion			IEA	ENSRNOP00000026259 P0CC10 	J:342605 	
MGI:3027390	Lrrc4b	leucine rich repeat containing 4B	7		synaptic membrane adhesion			ISO	RGD:1307121 	J:155856 	
MGI:2442636	Lrrc4c	leucine rich repeat containing 4C	2		synaptic membrane adhesion			IBA	MGI:2442636 PTN002808911 Q9HCJ2 	J:161428 	
MGI:2442636	Lrrc4c	leucine rich repeat containing 4C	2		synaptic membrane adhesion	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:218200 	
MGI:2442636	Lrrc4c	leucine rich repeat containing 4C	2		synaptic membrane adhesion			IEA	ENSP00000437132 Q9HCJ2 	J:342605 	
MGI:2442636	Lrrc4c	leucine rich repeat containing 4C	2		synaptic membrane adhesion	happens in glutamatergic synapse,happens in hippocampal formation		IEP		J:218200 	
MGI:2442636	Lrrc4c	leucine rich repeat containing 4C	2		synaptic membrane adhesion	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:218200 	
MGI:2442636	Lrrc4c	leucine rich repeat containing 4C	2		synaptic membrane adhesion			ISO	Q9HCJ2 	J:164563 	
MGI:3605040	Lrrc24	leucine rich repeat containing 24	15		positive regulation of synapse assembly			IDA		J:211830 	
MGI:1913975	Lrrk2	leucine-rich repeat kinase 2	15		neuromuscular junction development			IEA	ENSP00000298910 Q5S007 	J:342605 	
MGI:1913975	Lrrk2	leucine-rich repeat kinase 2	15		neuromuscular junction development			ISO	Q5S007 	J:164563 	
MGI:1913975	Lrrk2	leucine-rich repeat kinase 2	15		regulation of dendritic spine morphogenesis			IEA	ENSP00000298910 Q5S007 	J:342605 	
MGI:1913975	Lrrk2	leucine-rich repeat kinase 2	15		regulation of dendritic spine morphogenesis	happens in striatum neuron		IGI	P23528 	J:206832 	
MGI:1913975	Lrrk2	leucine-rich repeat kinase 2	15		regulation of dendritic spine morphogenesis			ISO	Q5S007 	J:164563 	
MGI:106038	Lrrn1	leucine rich repeat protein 1, neuronal	6		positive regulation of synapse assembly			IDA		J:211830 	
MGI:106036	Lrrn3	leucine rich repeat protein 3, neuronal	12		positive regulation of synapse assembly			IDA		J:211830 	
MGI:2389173	Lrrtm1	leucine rich repeat transmembrane neuronal 1	6		positive regulation of synapse assembly			IDA		J:211830 	
MGI:2389173	Lrrtm1	leucine rich repeat transmembrane neuronal 1	6		regulation of postsynaptic density assembly			ISO	RGD:1585921 	J:155856 	
MGI:2389173	Lrrtm1	leucine rich repeat transmembrane neuronal 1	6		regulation of presynapse assembly			ISO	RGD:1585921 	J:155856 	
MGI:2389173	Lrrtm1	leucine rich repeat transmembrane neuronal 1	6		synapse organization	happens in hippocampus		IGI	MGI:2179435 	J:176974 	
MGI:2389173	Lrrtm1	leucine rich repeat transmembrane neuronal 1	6		synapse organization	happens in hippocampus		IGI	MGI:2389174 	J:176974 	
MGI:2389173	Lrrtm1	leucine rich repeat transmembrane neuronal 1	6		synapse organization	happens in hippocampus		IGI	MGI:2444609 	J:176974 	
MGI:2389173	Lrrtm1	leucine rich repeat transmembrane neuronal 1	6		synapse organization	happens in hippocampus CA1		IMP	MGI:5085889 	J:145907 	
MGI:2389173	Lrrtm1	leucine rich repeat transmembrane neuronal 1	6		synapse organization	happens in hippocampus CA1		IMP	MGI:5085889 	J:174350 	
MGI:2389173	Lrrtm1	leucine rich repeat transmembrane neuronal 1	6		synapse organization			ISO	D4A6D8 	J:73065 	
MGI:2389174	Lrrtm2	leucine rich repeat transmembrane neuronal 2	18		positive regulation of synapse assembly			IDA		J:211830 	
MGI:2389174	Lrrtm2	leucine rich repeat transmembrane neuronal 2	18		regulation of postsynaptic density assembly			IEA	D4A7P2 ENSRNOP00000067172 	J:342605 	
MGI:2389174	Lrrtm2	leucine rich repeat transmembrane neuronal 2	18		regulation of postsynaptic density assembly			ISO	RGD:1593785 	J:155856 	
MGI:2389174	Lrrtm2	leucine rich repeat transmembrane neuronal 2	18		synapse organization			IEA	D4A7P2 ENSRNOP00000067172 	J:342605 	
MGI:2389174	Lrrtm2	leucine rich repeat transmembrane neuronal 2	18		synapse organization	happens in hippocampus		IGI	MGI:2179435 	J:176974 	
MGI:2389174	Lrrtm2	leucine rich repeat transmembrane neuronal 2	18		synapse organization	happens in hippocampus		IGI	MGI:2389173 	J:176974 	
MGI:2389174	Lrrtm2	leucine rich repeat transmembrane neuronal 2	18		synapse organization	happens in hippocampus		IGI	MGI:2444609 	J:176974 	
MGI:2389174	Lrrtm2	leucine rich repeat transmembrane neuronal 2	18		synapse organization			ISO	D4A7P2 	J:73065 	
MGI:2389177	Lrrtm3	leucine rich repeat transmembrane neuronal 3	10		positive regulation of synapse assembly			IDA		J:211830 	
MGI:2389177	Lrrtm3	leucine rich repeat transmembrane neuronal 3	10		regulation of presynapse assembly			IEA	ENSP00000355187 Q86VH5 	J:342605 	
MGI:2389177	Lrrtm3	leucine rich repeat transmembrane neuronal 3	10		regulation of presynapse assembly			ISO	Q86VH5 	J:164563 	
MGI:2389180	Lrrtm4	leucine rich repeat transmembrane neuronal 4	6		AMPA glutamate receptor clustering	happens in hippocampal granule cell,happens in dentate gyrus		IMP	MGI:5521326 	J:201655 	
MGI:2389180	Lrrtm4	leucine rich repeat transmembrane neuronal 4	6		neurotransmitter-gated ion channel clustering			IDA		J:201655 	
MGI:2389180	Lrrtm4	leucine rich repeat transmembrane neuronal 4	6		positive regulation of synapse assembly			IDA		J:211830 	
MGI:2389180	Lrrtm4	leucine rich repeat transmembrane neuronal 4	6		regulation of presynaptic membrane organization			IDA		J:201655 	
MGI:2389180	Lrrtm4	leucine rich repeat transmembrane neuronal 4	6		regulation of synapse assembly	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:201656 	
MGI:2389180	Lrrtm4	leucine rich repeat transmembrane neuronal 4	6		regulation of synapse assembly	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:201656 	
MGI:2389180	Lrrtm4	leucine rich repeat transmembrane neuronal 4	6		synapse organization			ISO	B4F7C5 	J:73065 	
MGI:2442106	Lrtm1	leucine-rich repeats and transmembrane domains 1	14		positive regulation of synapse assembly			IDA		J:211830 	
MGI:2141485	Lrtm2	leucine-rich repeats and transmembrane domains 2	6		positive regulation of synapse assembly			IDA		J:211830 	
MGI:2656976	Lzts3	leucine zipper, putative tumor suppressor family member 3	2		regulation of dendritic spine morphogenesis			IBA	PTN002713640 RGD:631327 	J:161428 	
MGI:2656976	Lzts3	leucine zipper, putative tumor suppressor family member 3	2		regulation of dendritic spine morphogenesis			ISO	RGD:631327 	J:155856 	
MGI:2656976	Lzts3	leucine zipper, putative tumor suppressor family member 3	2		regulation of dendritic spine morphogenesis			ISS	Q8K1Q4 	J:342587 	
MGI:2656976	Lzts3	leucine zipper, putative tumor suppressor family member 3	2		regulation of postsynapse assembly			ISO	RGD:631327 	J:155856 	
MGI:1354953	Magi2	membrane associated guanylate kinase, WW and PDZ domain containing 2	5		neuroligin clustering involved in postsynaptic membrane assembly	happens in cerebral cortex neuron,happens in dendrite		IDA		J:161278 	
MGI:1354953	Magi2	membrane associated guanylate kinase, WW and PDZ domain containing 2	5		regulation of synaptic membrane adhesion			ISO	RGD:621855 	J:155856 	
MGI:1919539	Malat1	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	19		regulation of synapse organization			IMP		J:164388 	
MGI:1306778	Map1b	microtubule-associated protein 1B	13		regulation of postsynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:354166 	
MGI:1306778	Map1b	microtubule-associated protein 1B	13		regulation of postsynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:354166 	
MGI:1306778	Map1b	microtubule-associated protein 1B	13		synapse assembly			IEA	ENSRNOP00000023460 P15205 	J:342605 	
MGI:1346865	Mapk14	mitogen-activated protein kinase 14	17		regulation of synaptic membrane adhesion	happens in glutamatergic synapse,happens in hippocampal formation		EXP		J:263465 	
MGI:1346865	Mapk14	mitogen-activated protein kinase 14	17		regulation of synaptic membrane adhesion	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:263465 	
MGI:1346865	Mapk14	mitogen-activated protein kinase 14	17		regulation of synaptic membrane adhesion	happens in glutamatergic synapse,happens in hippocampal formation		IEP		J:263465 	
MGI:1346865	Mapk14	mitogen-activated protein kinase 14	17		regulation of synaptic membrane adhesion	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:263465 	
MGI:97180	Mapt	microtubule-associated protein tau	11		synapse assembly			ISO	P10636 	J:164563 	
MGI:97180	Mapt	microtubule-associated protein tau	11		synapse organization			ISO	P10636 	J:164563 	
MGI:96907	Marcks	myristoylated alanine rich protein kinase C substrate	10		positive regulation of dendritic spine morphogenesis			ISO	RGD:3028 	J:155856 	
MGI:96907	Marcks	myristoylated alanine rich protein kinase C substrate	10		regulation of modification of postsynaptic actin cytoskeleton			ISO	RGD:3028 	J:155856 	
MGI:2664902	Mark1	MAP/microtubule affinity regulating kinase 1	1		regulation of postsynapse assembly	happens in glutamatergic synapse,happens in cerebral cortex		IDA		J:242329 	
MGI:2664902	Mark1	MAP/microtubule affinity regulating kinase 1	1		regulation of postsynapse assembly	happens in glutamatergic synapse,happens in cerebral cortex		IEP		J:242329 	
MGI:2664902	Mark1	MAP/microtubule affinity regulating kinase 1	1		regulation of postsynapse assembly	happens in glutamatergic synapse,happens in cerebral cortex		IMP		J:242329 	
MGI:99638	Mark2	MAP/microtubule affinity regulating kinase 2	19		regulation of postsynapse organization			ISO	RGD:708483 	J:155856 	
MGI:1922012	Mdga1	MAM domain containing glycosylphosphatidylinositol anchor 1	17		inhibitory synapse assembly			IDA		J:195216 	
MGI:1922012	Mdga1	MAM domain containing glycosylphosphatidylinositol anchor 1	17		inhibitory synapse assembly			IMP		J:195216 	
MGI:1922012	Mdga1	MAM domain containing glycosylphosphatidylinositol anchor 1	17		negative regulation of synapse assembly			ISO	RGD:1307031 	J:155856 	
MGI:1922012	Mdga1	MAM domain containing glycosylphosphatidylinositol anchor 1	17		presynapse assembly			IDA		J:195216 	
MGI:1922012	Mdga1	MAM domain containing glycosylphosphatidylinositol anchor 1	17		regulation of presynapse assembly			IEA	ENSP00000402584 Q8NFP4 	J:342605 	
MGI:1922012	Mdga1	MAM domain containing glycosylphosphatidylinositol anchor 1	17		regulation of presynapse assembly			ISO	Q8NFP4 	J:164563 	
MGI:1922012	Mdga1	MAM domain containing glycosylphosphatidylinositol anchor 1	17		regulation of synaptic membrane adhesion			IEA	ENSP00000402584 Q8NFP4 	J:342605 	
MGI:1922012	Mdga1	MAM domain containing glycosylphosphatidylinositol anchor 1	17		regulation of synaptic membrane adhesion			ISO	Q8NFP4 	J:164563 	
MGI:2444706	Mdga2	MAM domain containing glycosylphosphatidylinositol anchor 2	12		regulation of presynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation,happens in GABA-ergic synapse,happens in hippocampal formation		IDA		J:253274 	
MGI:2444706	Mdga2	MAM domain containing glycosylphosphatidylinositol anchor 2	12		regulation of presynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation,happens in GABA-ergic synapse,happens in hippocampal formation		IMP		J:253274 	
MGI:2444706	Mdga2	MAM domain containing glycosylphosphatidylinositol anchor 2	12		regulation of synaptic membrane adhesion	happens in glutamatergic synapse,happens in hippocampal formation,happens in GABA-ergic synapse,happens in hippocampal formation		IDA		J:253274 	
MGI:2444706	Mdga2	MAM domain containing glycosylphosphatidylinositol anchor 2	12		regulation of synaptic membrane adhesion	happens in GABA-ergic synapse,happens in hippocampal formation,happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:253274 	
MGI:99918	Mecp2	methyl CpG binding protein 2	X		regulation of synapse organization			ISO	RGD:3075 	J:155856 	
MGI:99918	Mecp2	methyl CpG binding protein 2	X		synapse assembly			IMP	MGI:2137311 	J:126964 	
MGI:99918	Mecp2	methyl CpG binding protein 2	X		synapse assembly			IMP	MGI:2183727 	J:135669 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		regulation of synapse assembly	happens in dentate gyrus		IMP		J:138188 	
MGI:1891421	Mesd	mesoderm development LRP chaperone	7		positive regulation of skeletal muscle acetylcholine-gated channel clustering			IMP		J:202742 	
MGI:1914664	Mfn1	mitofusin 1	3		positive regulation of dendritic spine morphogenesis			ISO	RGD:621460 	J:155856 	
MGI:2442230	Mfn2	mitofusin 2	4		positive regulation of dendritic spine morphogenesis			ISO	RGD:628843 	J:155856 	
MGI:1858257	Mpp2	membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)	11		maintenance of postsynaptic density structure			IEA	GO:0098919 	J:346132 	
MGI:2384495	Mrtfa	myocardin related transcription factor A	15		regulation of modification of postsynaptic structure			IEA	A0A0G2JXC5 ENSRNOP00000070219 	J:342605 	
MGI:1924366	Mtmr2	myotubularin related protein 2	9		dendritic spine maintenance			IEA	D3ZA31 ENSRNOP00000008566 	J:342605 	
MGI:1924366	Mtmr2	myotubularin related protein 2	9		dendritic spine maintenance			ISO	RGD:1311865 	J:155856 	
MGI:103581	Musk	muscle, skeletal, receptor tyrosine kinase	4		neuromuscular junction development			IGI	MGI:3584043 	J:110011 	
MGI:103581	Musk	muscle, skeletal, receptor tyrosine kinase	4		neuromuscular junction development			IGI	MGI:87961 	J:78399 	
MGI:103581	Musk	muscle, skeletal, receptor tyrosine kinase	4		neuromuscular junction development			IGI	MGI:94941 	J:78399 	
MGI:103581	Musk	muscle, skeletal, receptor tyrosine kinase	4		neuromuscular junction development			IMP	MGI:1929066 	J:33184 	
MGI:103581	Musk	muscle, skeletal, receptor tyrosine kinase	4		neuromuscular junction development			IMP		J:86639 	
MGI:103581	Musk	muscle, skeletal, receptor tyrosine kinase	4		neuromuscular junction development			ISO	O15146 	J:164563 	
MGI:103581	Musk	muscle, skeletal, receptor tyrosine kinase	4		neuromuscular junction development			ISS	O15146 	J:342587 	
MGI:103581	Musk	muscle, skeletal, receptor tyrosine kinase	4		positive regulation of skeletal muscle acetylcholine-gated channel clustering			IDA		J:144064 	
MGI:103581	Musk	muscle, skeletal, receptor tyrosine kinase	4		positive regulation of skeletal muscle acetylcholine-gated channel clustering			IDA		J:145446 	
MGI:103581	Musk	muscle, skeletal, receptor tyrosine kinase	4		positive regulation of skeletal muscle acetylcholine-gated channel clustering			IGI	MGI:103581 	J:33184 	
MGI:103581	Musk	muscle, skeletal, receptor tyrosine kinase	4		positive regulation of skeletal muscle acetylcholine-gated channel clustering	happens in myotube		IMP		J:144064 	
MGI:103581	Musk	muscle, skeletal, receptor tyrosine kinase	4		positive regulation of skeletal muscle acetylcholine-gated channel clustering	positively regulates skeletal muscle acetylcholine-gated channel clustering		IMP		J:86639 	
MGI:103581	Musk	muscle, skeletal, receptor tyrosine kinase	4		positive regulation of synaptic assembly at neuromuscular junction			ISO	RGD:3211 	J:155856 	
MGI:103581	Musk	muscle, skeletal, receptor tyrosine kinase	4		regulation of synaptic assembly at neuromuscular junction			IMP	MGI:1929066 	J:33132 	
MGI:103581	Musk	muscle, skeletal, receptor tyrosine kinase	4		skeletal muscle acetylcholine-gated channel clustering			IMP		J:83827 	
MGI:2179432	Mycbp2	MYC binding protein 2, E3 ubiquitin protein ligase	14		regulation of synaptic assembly at neuromuscular junction			IBA	PTN002338293 	J:161428 	
MGI:1930780	Myh10	myosin, heavy polypeptide 10, non-muscle	11		modification of postsynaptic actin cytoskeleton			ISO	RGD:71000 	J:155856 	
MGI:1930780	Myh10	myosin, heavy polypeptide 10, non-muscle	11		postsynaptic actin cytoskeleton organization	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:260692 	
MGI:1930780	Myh10	myosin, heavy polypeptide 10, non-muscle	11		postsynaptic actin cytoskeleton organization	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:260692 	
MGI:1930780	Myh10	myosin, heavy polypeptide 10, non-muscle	11		regulation of modification of postsynaptic actin cytoskeleton			ISO	RGD:71000 	J:155856 	
